,SK_ID_CURR,TARGET,index,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,REGION,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Rare,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Rare,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,ORGANIZATION_TYPE_Agriculture,ORGANIZATION_TYPE_Business Entity,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Education,ORGANIZATION_TYPE_Finance,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_HotelRestaurant,ORGANIZATION_TYPE_House,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE_Public,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport,ORGANIZATION_TYPE_XNA,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,NEW_EXT_MEAN,NEW_APP_EXT_SOURCES_PROD,NEW_GOODS_CREDIT,NEW_C_GP,NEW_APP_AGE,NEW_LOAN_VALUE_RATIO,INCOME_PER_PERSON_PERC_PAYMENT_RATE,NAME_FAMILY_STATUS
510,334790,0,202538,1,1,1,0,1,270000,630000,31500,630000,0.032561,-13338,-4247,-5010,-3465,3,1,1,20,0.685100633,0.377404249,0,0,0,0,-915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.318413555,0.428571429,90000,0.116666667,0.05,0.531252441,0.25855989,1,0,37,1,1800000,Married
511,178570,0,67749,0,1,0,0,0,90000,239850,23494.5,225000,0.025164,-24957,-1226,-16609,-4938,1,2,2,14,0.150165384,0.282248434,2,0,2,0,-1495,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.049124494,0.375234522,90000,0.26105,0.097954972,0.216206909,0.042383944,0.938086304,-0.165,68,1.066,918789.5039,Widow
512,210400,0,95084,0,1,0,0,0,135000,448056,17019,315000,0.035792,-21245,-1067,-4524,-4793,2,2,2,18,0.683191587,0.549596502,0,0,0,0,-168,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050223582,0.301301623,67500,0.126066667,0.037984091,0.616394045,0.375479707,0.70303712,-0.9856,58,1.4224,1777059.757,Married
513,337225,1,204625,0,1,0,0,1,112500,90000,9693,90000,0.018029,-14157,-914,-3024,-567,3,3,3,7,0.07754586,0.365616507,7,0,7,0,-538,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.064561701,1.25,37500,0.08616,0.1077,0.221581184,0.028352047,1,0,39,1,348189.415,Married
514,234772,0,116216,1,1,0,0,1,81000,180000,9000,180000,0.020246,-8484,-1418,-8391,-1176,3,3,3,12,0.358648975,0.513693766,0,0,0,0,-897,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167138142,0.45,27000,0.111111111,0.05,0.43617137,0.184235743,1,0,23,1,540000,Married
515,307338,0,178923,0,0,1,1,0,112500,364428,9742.5,238500,0.031329,-11503,-2255,-5643,-4110,2,2,2,14,0.441534232,0.190705948,0,0,0,0,-1293,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.196035817,0.308702954,56250,0.0866,0.026733676,0.31612009,0.084203204,0.654450262,-1.11936,32,1.528,2104087.76,Married
516,338648,0,205888,0,1,0,1,0,90000,180000,13455,180000,0.019101,-11856,-574,-458,-537,2,2,2,15,0.442720836,0.073965146,4,0,4,0,-446,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.048414305,0.5,45000,0.1495,0.07475,0.258342991,0.032745911,1,0,32,1,602006.689,Married
517,220531,0,103850,0,0,1,1,0,90000,755190,36328.5,675000,0.010276,-22227,-1226,-12043,-5125,2,2,2,17,0.671700571,0.553164699,0,0,0,0,-382,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055158141,0.119175307,45000,0.40365,0.048105113,0.612432635,0.371561044,0.893814802,-0.891,61,1.1188,935451.505,Married
518,338236,0,205526,0,0,1,0,0,90000,388512,30195,360000,0.031329,-10542,-286,-10542,-3125,2,2,2,8,0.224399017,0.231439351,7,2,7,1,-1772,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027129577,0.231653076,45000,0.3355,0.077719607,0.227919184,0.051934763,0.926612305,-0.3168,29,1.0792,579004.4709,Civil marriage
519,323999,0,193159,0,0,1,0,1,225000,528318,25546.5,441000,0.016612,-9863,-2821,-344,-2493,3,2,2,16,0.71225334,0.177704072,2,1,2,1,-1852,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.286018453,0.425879868,75000,0.11354,0.0483544,0.444978706,0.126570319,0.834724541,-0.38808,27,1.198,1551048.089,Married
520,250800,0,130017,0,1,0,0,0,90000,178290,18850.5,157500,0.020246,-23953,-1226,-9044,-5097,2,3,3,6,0.018507778,0.144648146,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051183568,0.504795558,45000,0.20945,0.10572943,0.081577962,0.002677116,0.883392226,-0.231,66,1.132,425614.7052,Married
521,108675,0,7441,0,0,0,0,1,225000,415408.5,47110.5,373500,0.014464,-11427,-356,-849,-3564,3,2,2,11,0.600280796,0.70918911,3,1,3,0,-1262,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031154284,0.541635523,75000,0.20938,0.113407646,0.654734953,0.425712603,0.899114968,-0.18626,31,1.112204819,661331.0727,Married
522,116695,0,14311,0,0,0,0,0,166500,225000,17905.5,225000,0.01452,-18698,-352,-3178,-2198,2,2,2,8,0.603827678,0.150085176,0,0,0,0,-2053,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018825543,0.74,83250,0.107540541,0.07958,0.376956427,0.090625583,1,0,51,1,1046117.115,Civil marriage
523,369111,0,232340,0,1,0,1,0,67500,900000,26446.5,900000,0.011657,-22082,-1226,-11653,-4142,2,1,1,13,0.282614493,0.477649155,0,0,0,0,-1143,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055520333,0.075,33750,0.3918,0.029385,0.380131824,0.134990574,1,0,60,1,1148545.176,Married
524,120920,0,17944,0,0,0,0,1,225000,537471,53289,495000,0.008625,-16983,-95,-7853,-492,3,2,2,9,0.538162983,0.782607837,9,0,9,0,-2433,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005593829,0.418627238,75000,0.23684,0.099147675,0.66038541,0.421170568,0.920979923,-0.18876,47,1.0858,756447.3906,Married
525,184069,0,72495,0,1,0,0,0,90000,1078200,31653,900000,0.035792,-20104,-1226,-5603,-2900,2,2,2,11,0.466164389,0.53348163,1,0,1,0,-1416,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.060982889,0.083472454,45000,0.3517,0.029357262,0.499823009,0.248690138,0.834724541,-1.98,55,1.198,1532840.489,Married
526,378587,0,240556,0,0,0,0,2,135000,254700,17149.5,225000,0.00496,-11281,-382,-4036,-3927,3,2,2,11,0.762810804,0.513693766,2,1,2,1,-376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.033862246,0.530035336,45000,0.127033333,0.067332155,0.638252285,0.391851155,0.883392226,-0.22,31,1.132,668328.5227,Separated
527,194470,0,81472,1,1,0,0,2,67500,202500,10125,202500,0.026392,-11907,-1298,-591,-1305,4,2,2,11,0.732447392,0.53348163,1,1,1,1,-252,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.109011506,0.333333333,16875,0.15,0.05,0.632964511,0.390747228,1,0,33,1,337500,Married
528,303928,0,175986,0,1,1,1,0,135000,509400,34173,450000,0.00496,-15509,-4199,-2204,-4051,2,2,2,10,0.572749235,0.488455184,0,0,0,0,-404,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.270746018,0.265017668,67500,0.253133333,0.067084806,0.53060221,0.279762333,0.883392226,-0.44,42,1.132,1006189.097,Married
529,376318,0,238588,0,0,0,0,0,175500,247500,21303,247500,0.014464,-9592,-510,-9234,-864,1,2,2,8,0.635559842,0.53348163,0,0,0,0,-693,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053169308,0.709090909,175500,0.121384615,0.086072727,0.584520736,0.3390595,1,0,26,1,2038973.384,Single / not married
530,164907,0,56012,0,1,0,0,1,157500,675000,32602.5,675000,0.018209,-10553,-2314,-2307,-2373,3,3,3,9,0.418119188,0.436506499,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21927414,0.233333333,52500,0.207,0.0483,0.427312844,0.182511743,1,0,29,1,1086956.522,Married
531,352491,0,217929,0,1,0,0,2,67500,225000,13896,225000,0.031329,-11596,-520,-1297,-2656,4,2,2,10,0.553913733,0.614414378,6,2,6,1,-1325,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.044843049,0.3,16875,0.205866667,0.06176,0.584164055,0.340332561,1,0,32,1,273235.1036,Married
532,310175,0,181344,0,0,1,0,0,117000,265500,13684.5,265500,0.005084,-20719,-579,-646,-2496,2,2,2,11,0.614893713,0.42765737,0,0,0,0,-2405,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.027945364,0.440677966,58500,0.116961538,0.051542373,0.521275541,0.262963828,1,0,57,1,1134988.491,Married
533,382933,0,244438,0,1,0,1,0,103500,943425,27715.5,787500,0.022625,-19375,-10366,-2603,-2765,2,2,2,16,0.74673876,0.519097338,0,0,0,0,-2283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.535019355,0.109706654,51750,0.267782609,0.029377534,0.632918049,0.387630103,0.834724541,-1.506521739,53,1.198,1761550.17,Married
534,110725,0,9222,1,1,1,0,2,225000,450000,22500,450000,0.028663,-12341,-4904,-6217,-4151,4,2,2,11,0.515151478,0.581483706,0,0,0,0,-292,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397374605,0.5,56250,0.1,0.05,0.548317592,0.29955219,1,0,34,1,1125000,Married
535,349808,0,215595,0,1,0,0,0,292500,1024290,30078,855000,0.010032,-19935,-2753,-10129,-3151,2,2,2,12,0.300211741,0.520897599,0,0,0,0,-25,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.138098821,0.285563659,146250,0.102830769,0.029364731,0.41055467,0.156379575,0.834724541,-0.578769231,55,1.198,4980464.542,Civil marriage
536,331279,1,199497,0,0,1,1,0,315000,900000,45954,900000,0.030755,-9654,-1594,-4310,-2339,2,2,2,12,0.444415573,0.396219572,5,1,5,0,-1460,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.165112907,0.35,157500,0.145885714,0.05106,0.420317572,0.176086148,1,0,26,1,3084606.345,Married
537,356841,0,221717,0,1,0,0,0,112500,714154.5,23733,616500,0.005313,-21063,-1226,-2721,-4605,2,2,2,18,0.772413546,0.726711209,0,0,0,0,-842,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058206333,0.157528938,56250,0.21096,0.033232305,0.749562378,0.561321582,0.863258581,-0.86804,58,1.15840146,1692630.119,Married
538,169556,0,59988,0,0,1,0,0,225000,296280,23539.5,225000,0.030755,-14455,-815,-8144,-4545,2,2,2,16,0.685440205,0.53348163,0,0,0,0,-368,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.056381875,0.759416768,112500,0.10462,0.079450182,0.609460918,0.365669758,0.759416768,-0.3168,40,1.3168,1415981.648,Married
539,185333,0,73587,0,1,0,1,0,180000,1125000,33025.5,1125000,0.035792,-23091,-1226,-9671,-5109,2,2,2,16,0.686777696,0.479448981,0,0,0,0,-1456,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053094279,0.16,90000,0.183475,0.029356,0.583113338,0.329274866,1,0,63,1,3065812.781,Married
540,333083,0,201079,0,1,0,1,0,157500,781920,46692,675000,0.032561,-18133,-4656,-2761,-1651,2,1,1,20,0.785044928,0.680138822,0,0,0,0,-2454,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256769426,0.201427256,78750,0.296457143,0.059714549,0.732591875,0.533939532,0.863259669,-0.678857143,50,1.1584,1318774.094,Married
541,107110,1,6080,0,1,0,1,0,211500,755190,36459,675000,0.001276,-19478,-1226,-4352,-215,1,2,2,11,0.605772016,0.53348163,7,0,7,0,-168,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.062942807,0.280061971,211500,0.172382979,0.048277917,0.569626823,0.323168242,0.893814802,-0.379148936,53,1.1188,4380884.967,Separated
542,327046,0,195805,1,1,0,0,1,135000,225000,11250,225000,0.011703,-15502,-1069,-3895,-2229,3,2,2,17,0.716554323,0.554946769,0,0,0,0,-448,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.068958844,0.6,45000,0.083333333,0.05,0.635750546,0.397649506,1,0,42,1,900000,Married
543,158284,0,50340,0,0,0,0,2,216000,891072,40396.5,720000,0.009175,-13939,-986,-6546,-4583,4,2,2,14,0.708645656,0.502878277,1,1,1,1,-741,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070736782,0.242404654,54000,0.187020833,0.04533472,0.605761967,0.356362507,0.808015514,-0.792,38,1.2376,1191140.025,Married
544,176703,0,66137,1,1,1,0,0,225000,270000,13500,270000,0.026392,-10341,-981,-4712,-418,2,2,2,16,0.645683668,0.53348163,3,0,3,0,-327,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948651,0.833333333,112500,0.06,0.05,0.589582649,0.344460376,1,0,28,1,2250000,Married
545,384445,0,245796,0,1,0,0,0,265500,630747,22783.5,544500,0.018634,-14746,-2999,-4769,-4249,2,2,2,14,0.703084111,0.661023539,3,0,3,0,-2547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203377187,0.420929469,132750,0.085813559,0.036121456,0.682053825,0.464755147,0.863262132,-0.324847458,40,1.158396694,3675101.027,Married
546,258534,0,136688,0,0,0,0,1,202500,835380,40320,675000,0.04622,-13271,-2188,-4242,-1689,3,1,1,15,0.457870244,0.360612566,0,0,0,0,-1058,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164870771,0.242404654,67500,0.199111111,0.04826546,0.409241405,0.165113764,0.808015514,-0.792,36,1.2376,1398515.625,Married
547,219624,0,103053,0,1,0,0,0,63000,835380,36927,675000,0.019689,-22640,-1226,-12846,-4665,2,2,2,10,0.2035831,0.53348163,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.054151943,0.075414781,31500,0.586142857,0.044203835,0.368532365,0.108607844,0.808015514,-2.545714286,62,1.2376,712607.8479,Married
548,207996,0,93005,0,0,1,0,0,112500,698517,50958,603000,0.011703,-21411,-1226,-13595,-4388,2,2,2,12,0.673193714,0.1585549,0,0,0,0,-1220,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.057260287,0.161055493,56250,0.45296,0.072951696,0.415874307,0.106738162,0.863257444,-0.84904,59,1.158402985,771058.1508,Married
549,337019,0,204445,1,1,0,1,0,157500,900000,45000,900000,0.01452,-23045,-1226,-1877,-4238,2,2,2,15,0.557940988,0.53348163,0,0,0,0,-210,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05320026,0.175,78750,0.285714286,0.05,0.545711309,0.297651268,1,0,63,1,1575000,Married
550,326608,0,195428,0,1,0,0,0,135000,653121,42862.5,616500,0.006852,-21055,-4730,-412,-2803,2,3,3,10,0.330757106,0.53348163,0,0,0,0,-1872,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224649727,0.206699831,67500,0.3175,0.065627196,0.432119368,0.17645284,0.943929226,-0.271266667,58,1.05940146,1028537.008,Married
551,254899,0,133557,0,1,1,0,0,270000,545040,19705.5,450000,0.007114,-16523,-3088,-2122,-61,1,2,2,17,0.337920787,0.529889834,5,0,4,0,-15,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186891,0.495376486,270000,0.072983333,0.036154227,0.43390531,0.17906079,0.825627477,-0.352,45,1.2112,7468006.394,Separated
552,329671,0,198093,0,0,1,1,1,450000,219870,11353.5,157500,0.00702,-13031,-1842,-2542,-4942,3,2,2,17,0.441410216,0.763639921,0,0,0,0,-1696,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14135523,2.046663938,150000,0.02523,0.051637331,0.602525069,0.337078463,0.716332378,-0.1386,36,1.396,2904875.149,Married
553,138620,0,33333,0,0,1,1,0,202500,495000,17779.5,495000,0.035792,-9392,-1924,-3601,-2058,2,2,2,14,0.001703352,0.363945239,0,0,0,0,-1893,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.204855196,0.409090909,101250,0.0878,0.035918182,0.182824295,0.000619927,1,0,26,1,2818906.606,Civil marriage
554,119269,0,16518,0,1,1,0,0,67500,177903,12510,148500,0.031329,-21706,-1226,-458,-1457,1,2,2,10,0.296599582,0.843543539,0,0,0,0,-706,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056482079,0.379420246,67500,0.185333333,0.070319219,0.57007156,0.250194661,0.834724541,-0.4356,59,1.198,959908.2734,Widow
555,367504,0,230956,0,0,0,1,1,112500,760225.5,30280.5,679500,0.018801,-21135,-1684,-10031,-3178,3,2,2,16,0.545762577,0.3392877,3,0,3,0,-2414,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.079678259,0.147982408,37500,0.26916,0.039830945,0.442525138,0.185170529,0.893813743,-0.71756,58,1.118801325,941479.0459,Married
556,221146,0,104389,0,1,0,1,0,346500,810000,23683.5,810000,0.035792,-19129,-4758,-5400,-2664,2,2,2,12,0.426040177,0.617826147,3,0,3,0,-1573,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.248732291,0.427777778,173250,0.068350649,0.029238889,0.521933162,0.263218761,1,0,52,1,5925327.76,Married
557,235471,0,116818,0,1,1,0,0,157500,1054773,34987.5,945000,0.030755,-22378,-1226,-7278,-4360,2,2,2,10,0.267182898,0.102118788,0,0,0,0,-703,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05478595,0.149321228,78750,0.222142857,0.033170644,0.184650843,0.027284394,0.89592737,-0.696971429,61,1.116161905,2374087.138,Married
558,268976,0,145733,0,1,0,0,0,90000,98910,7011,90000,0.008625,-23204,-3915,-5746,-4023,1,2,2,9,0.356619411,0.656158373,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.16872091,0.909918107,90000,0.0779,0.070882621,0.506388892,0.233998812,0.909918107,-0.099,64,1.099,1269704.75,Widow
559,329654,1,198076,0,1,0,0,0,157500,715095,49770,675000,0.020246,-15504,-5980,-9505,-5178,1,3,3,8,0.060724928,0.465069215,0,0,0,0,-1801,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385706914,0.220250456,157500,0.316,0.069599144,0.262897072,0.028241295,0.943930527,-0.254571429,42,1.0594,2262958.861,Single / not married
